19920131,-0.5,0.77,-0.12,0.31,0.06,0.01
19920203,0.23,0.18,-0.11,-0.08,-0.28,0.01
19920204,0.93,-0.01,-0.05,0.06,-0.17,0.01
19920205,0.19,0.61,-0.07,0.3,-0.28,0.01
19920206,0.04,0.41,0.55,-0.36,0.16,0.01
19920207,-0.55,0.41,0.17,-0.14,0.31,0.01
19920210,0.49,-0.28,0.47,0.21,0.37,0.01
19920211,-0.01,0.09,0.35,-0.01,0.33,0.01
19920212,0.84,0.16,-0.12,-0.2,-0.35,0.01
19920213,-0.82,0.39,0.57,-0.14,0.4,0.01
19920214,-0.25,0.24,0.83,-0.02,0.35,0.01
19920217,-0.02,0,0,0.01,0,0.01
19920218,-1.15,0.46,1.64,-0.58,0.67,0.01
19920219,0.02,-0.97,0.87,-0.02,0.32,0.01
19920220,1.2,-0.26,-0.07,0.09,-0.15,0.01
19920221,-0.5,0.31,0.19,-0.33,0.04,0.01
19920224,-0.02,-0.65,0.11,0.1,0.24,0.01
19920225,-0.38,-0.25,-0.35,0.24,0.01,0.01
19920226,1.17,-0.13,-0.59,-0.07,-0.42,0.01
19920227,-0.12,0.49,0.06,0.06,-0.09,0.01
19920228,-0.26,0.21,0.2,-0.26,0.12,0.01
19920302,0.05,0.12,0.49,-0.39,0.01,0.02
19920303,0,0.08,0.53,-0.15,0.24,0.02
19920304,-0.7,0.47,0.54,-0.24,0.28,0.02
19920305,-0.84,-0.4,0.25,0,0.13,0.02
19920306,-0.53,-0.03,-0.06,0.11,0.22,0.02
19920309,0.1,-0.36,0.12,0.04,0.07,0.02
19920310,0.49,0.09,-0.21,-0.04,-0.23,0.02
19920311,-0.74,0,0.28,0.12,0.33,0.02
19920312,-0.12,-0.26,-0.28,0.01,-0.37,0.02
19920313,0.37,-0.14,0.16,0.02,-0.01,0.02
19920316,-0.01,-0.37,0.04,0.31,0.05,0.02
19920317,0.7,-0.25,-0.06,0,-0.25,0.02
19920318,0,0.47,0.68,-0.39,0.18,0.02
19920319,0.16,-0.07,0.56,-0.26,0.22,0.02
19920320,0.15,-0.23,0.39,-0.03,0.17,0.02
19920323,-0.28,0.07,-0.03,0.15,0.03,0.02
19920324,-0.27,-0.16,0.05,0.26,0.06,0.02
19920325,-0.12,0.18,0.2,-0.19,0.14,0.02
19920326,-0.09,-0.17,0.21,0.06,0.2,0.02
19920327,-1.03,0.03,0.23,0.1,0.28,0.02
19920330,-0.2,-0.3,0.43,-0.23,0.34,0.02
19920331,0.15,0.25,-0.13,-0.03,0.02,0.02
19920401,0.04,-0.56,-0.25,0.35,-0.25,0.01
19920402,-0.95,0.09,0.28,0.1,0.21,0.01
19920403,0.04,-0.54,-0.24,0.57,-0.16,0.01
19920406,0.88,-0.56,-0.2,-0.15,-0.09,0.01
19920407,-1.78,0.05,0.92,-0.27,0.51,0.01
19920408,-0.98,-0.57,0.05,0.07,-0.33,0.01
19920409,1.54,-0.02,-0.92,-0.05,-0.28,0.01
